1	7110109
2	11223882
3	12930426
4	13970729
5	14844264
6	15576413
7	16174481
8	17988195
9	18420136
10	18891572
11	20520327
12	20773310
13	21121026
14	21417514
15	21702184
16	21972478
17	22227267
18	22499574
19	22723721
20	22950254
21	23181388
22	23398210
23	23613810
24	23797587
25	24001724
26	24190171
27	24370842
28	24544617
29	24738542
30	24913143
31	25071285
32	25246800
33	25406470
34	25563632
35	25755217
36	25912798
37	26064086
38	26206971
39	26953246
40	27104173
41	27235945
42	27351397
43	28043756
44	28197285
45	28332834
46	28455146
47	28574414
48	28691114
49	29256177
50	29373269
51	29483218
52	29575121
53	29697309
54	30433538
55	30563114
56	30683498
57	30789638
58	30867618
59	30948787
60	31134120
61	31278847
62	31400642
63	31518067
64	31628849
65	32254609
66	32372046
67	32468275
68	32522945
69	32592766
70	32786224
71	32914234
72	33007539
73	33123897
74	33224492
75	33642083
76	33735338
77	33828454
78	33912086
79	34289539
80	34380424
81	34496424
82	34590416
83	34950412
84	35031399
85	35116428
86	35196485
87	35533486
88	35619079
89	35729051
90	35806354
91	35897399
92	35998041
93	36071415
94	36164263
95	36253535
96	36327682
97	36402618
98	36475124
99	36722717
100	36791882
101	36882860
102	36975334
103	37064148
104	37131266
105	37441157
106	37515164
107	37594104
108	37670645
109	37760108
110	38059652
111	38127304
112	38410510
113	38478731
114	38562815
115	38634550
116	38695450
117	38761789
118	38829648
119	38929965
120	39209750
121	39496077
122	39566998
123	39650810
124	39708775
125	39772647
126	39875820
127	40113002
128	40376019
129	40440017
130	40665350
131	40741357
132	40802424
133	40871654
134	40959076
135	41104424
136	41157908
137	41235686
138	41304379
139	41361871
140	41415907
141	41471901
142	41554795
143	41683471
144	41918572
145	41984881
146	42044537
147	42112700
148	42166852
149	42216130
150	42290829
151	42401081
152	42520029
153	42602878
154	42675984
155	42727432
156	42775115
157	42824784
158	42874735
159	42940937
160	43044747
161	43130650
162	43198172
163	43266657
164	43493874
165	43541537
166	43755834
167	43852780
168	43924547
169	43991685
170	44048184
171	44098998
172	44165287
173	44446023
174	44484772
175	44534028
176	44726742
177	44794104
178	44858631
179	44914188
180	44959743
181	45025552
182	45332286
183	45366162
184	45412769
185	45479752
186	45544040
187	46035162
188	46084634
189	46144698
190	46184926
191	46217105
192	46267899
193	46336894
194	46524852
195	46578191
196	46664935
197	46754914
198	46826960
199	46913379
200	46991699
201	47056840
202	47113229
203	47195323
204	47282337
205	47347385
206	47390485
207	47445870
208	47524751
209	47605510
210	47660189
211	47742487
212	47833438
213	47897779
214	47954607
215	48034950
216	48093052
217	48135034
218	48203714
219	48280844
220	48347713
221	48424874
222	48471113
223	48536021
224	48582099
225	48643269
226	48710862
227	48777314
228	48819716
229	48882482
230	49215006
231	49656633
232	49694369
233	49755101
234	49811937
235	49873043
236	49921582
237	49986437
238	50024470
239	50092132
240	50153712
241	50221165
242	50302348
243	50376322
244	50451098
245	50499125
246	50551119
247	50599660
248	50646056
249	50696338
250	50736718
251	51097192
252	51137110
253	51176519
254	51339840
255	51392065
256	51444651
257	51504107
258	51548417
259	51608979
260	51761228
261	52017472
262	52079437
263	52410057
264	52459010
265	52598943
266	52627045
267	52771606
268	52917385
269	52952731
270	53101891
