Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
SNP,*,*,PASS,*,QUAL,39.270000,0.995585,0.990373,0.191414,0.992972,3191551,3177459,14092,3971237,3180173,30913,760151,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,39.779999,0.995585,0.990373,0.191412,0.992972,3191551,3177459,14092,3971227,3180173,30913,760141,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,40.290001,0.995585,0.990373,0.191409,0.992972,3191551,3177459,14092,3971212,3180173,30913,760126,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,40.799999,0.995585,0.990373,0.191407,0.992972,3191551,3177459,14092,3971202,3180173,30913,760116,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,41.310001,0.995585,0.990373,0.191405,0.992972,3191551,3177459,14092,3971189,3180173,30912,760104,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,41.820000,0.995584,0.990374,0.191403,0.992972,3191551,3177458,14093,3971179,3180172,30910,760097,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,42.340000,0.995584,0.990374,0.1914,0.992972,3191551,3177458,14093,3971163,3180172,30909,760082,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,42.849998,0.995584,0.990375,0.191399,0.992973,3191551,3177458,14093,3971152,3180171,30908,760073,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,43.360001,0.995584,0.990375,0.191397,0.992973,3191551,3177458,14093,3971145,3180171,30908,760066,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,43.869999,0.995584,0.990375,0.191394,0.992973,3191551,3177458,14093,3971130,3180170,30908,760052,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,44.380001,0.995584,0.990375,0.191392,0.992973,3191551,3177458,14093,3971117,3180170,30907,760040,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,44.889999,0.995584,0.990375,0.191389,0.992973,3191551,3177458,14093,3971102,3180170,30907,760025,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,45.400002,0.995584,0.990375,0.191387,0.992973,3191551,3177458,14093,3971093,3180170,30907,760016,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,45.910000,0.995584,0.990375,0.191385,0.992973,3191551,3177458,14093,3971081,3180170,30906,760005,1032,1472,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,46.430000,0.995584,0.990375,0.191382,0.992973,3191551,3177458,14093,3971065,3180170,30905,759990,1032,1471,,,,,,,,,,,,,,
SNP,*,*,PASS,*,QUAL,46.939999,0.995584,0.990376,0.191379,0.992973,3191551,3177457,14094,3971049,3180169,30904,759976,1032,1471,,,,,,,,,,,,,,
